PID,Product,Category,Cost_per_box,GeoID,Geo,Boxes,TotalCost,Reveneu,Profit,SaleDate,Customers,SPID,Salesperson,Team
P11,After Nines,Bites,4.43,G1,India,185,819.55,5544,4724.45,3/22/2021 0:00,162,SP02,Dennison Crosswaite,Yummies
P11,After Nines,Bites,4.43,G2,USA,10,44.3,252,207.7,3/22/2021 0:00,48,SP02,Dennison Crosswaite,Yummies
P08,99% Dark & Pure,Bars,2.47,G3,Canada,271,669.37,6230,5560.63,3/22/2021 0:00,68,SP06,Curtice Advani,Delish
P11,After Nines,Bites,4.43,G4,New Zealand,129,571.47,3724,3152.53,3/23/2021 0:00,37,SP15,Kelci Walkden,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,427,674.66,5544,4869.34,3/23/2021 0:00,59,SP02,Dennison Crosswaite,Yummies
P04,Raspberry Choco,Bars,4.09,G6,UK,392,1603.28,8624,7020.72,3/23/2021 0:00,54,SP01,Barr Faughny,Yummies
P02,50% Dark Bites,Bites,2.57,G1,India,515,1323.55,4627,3303.45,3/23/2021 0:00,135,SP17,Rafaelita Blaksland,unkown
P12,Fruit & Nut Bars,Bars,1.58,G5,Australia,1019,1610.02,13237,11626.98,3/23/2021 0:00,374,SP01,Barr Faughny,Yummies
P05,Mint Chip Choco,Bars,1.54,G3,Canada,158,243.32,3143,2899.68,3/23/2021 0:00,298,SP08,Ches Bonnell,unkown
P16,Organic Choco Syrup,Other,1.47,G3,Canada,376,552.72,8631,8078.28,3/23/2021 0:00,83,SP22,Jehu Rudeforth,unkown
P21,Choco Coated Almonds,Bites,6.17,G3,Canada,288,1776.96,4886,3109.04,3/23/2021 0:00,343,SP06,Curtice Advani,Delish
P03,Almond Choco,Bars,9.6,G4,New Zealand,295,2832,5012,2180,3/23/2021 0:00,71,SP18,Madelene Upcott,Jucies
P05,Mint Chip Choco,Bars,1.54,G2,USA,462,711.48,7847,7135.52,3/23/2021 0:00,353,SP20,Oby Sorrel,Jucies
P02,50% Dark Bites,Bites,2.57,G3,Canada,301,773.57,2709,1935.43,3/24/2021 0:00,203,SP01,Barr Faughny,Yummies
P01,Milk Bars,Bars,1.52,G6,UK,372,565.44,8918,8352.56,3/24/2021 0:00,295,SP20,Oby Sorrel,Jucies
P17,Caramel Stuffed Bars,Bars,0.54,G6,UK,543,293.22,11942,11648.78,3/24/2021 0:00,436,SP02,Dennison Crosswaite,Yummies
P19,70% Dark Bites,Bites,4.97,G6,UK,1279,6356.63,19173,12816.37,3/24/2021 0:00,42,SP08,Ches Bonnell,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,87,46.98,2590,2543.02,3/24/2021 0:00,209,SP16,Marney O'Breen,Jucies
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,160,654.4,2555,1900.6,3/24/2021 0:00,73,SP16,Marney O'Breen,Jucies
P05,Mint Chip Choco,Bars,1.54,G5,Australia,46,70.84,861,790.16,3/24/2021 0:00,80,SP10,Brien Boise,Jucies
P17,Caramel Stuffed Bars,Bars,0.54,G5,Australia,544,293.76,11956,11662.24,3/24/2021 0:00,282,SP07,Kaine Padly,Delish
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,661,3285.17,8589,5303.83,3/24/2021 0:00,226,SP07,Kaine Padly,Delish
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,361,1288.77,6496,5207.23,3/24/2021 0:00,196,SP05,Gigi Bohling,Delish
P01,Milk Bars,Bars,1.52,G3,Canada,204,310.08,5299,4988.92,3/24/2021 0:00,203,SP20,Oby Sorrel,Jucies
P21,Choco Coated Almonds,Bites,6.17,G6,UK,324,1999.08,4858,2858.92,3/24/2021 0:00,174,SP13,Jan Morforth,Delish
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,19,46.93,357,310.07,3/24/2021 0:00,204,SP15,Kelci Walkden,Yummies
P02,50% Dark Bites,Bites,2.57,G1,India,405,1040.85,5264,4223.15,3/24/2021 0:00,182,SP08,Ches Bonnell,unkown
P10,Spicy Special Slims,Bites,5.79,G5,Australia,304,1760.16,7896,6135.84,3/24/2021 0:00,83,SP09,Andria Kimpton,Jucies
P15,Baker's Choco Chips,Bars,3.4,G2,USA,796,2706.4,9548,6841.6,3/24/2021 0:00,173,SP05,Gigi Bohling,Delish
P04,Raspberry Choco,Bars,4.09,G5,Australia,178,728.02,3024,2295.98,3/24/2021 0:00,240,SP08,Ches Bonnell,unkown
P01,Milk Bars,Bars,1.52,G4,New Zealand,409,621.68,12257,11635.32,3/24/2021 0:00,365,SP17,Rafaelita Blaksland,unkown
P01,Milk Bars,Bars,1.52,G3,Canada,184,279.68,5327,5047.32,3/24/2021 0:00,2,SP05,Gigi Bohling,Delish
P11,After Nines,Bites,4.43,G6,UK,33,146.19,784,637.81,3/24/2021 0:00,208,SP18,Madelene Upcott,Jucies
P13,85% Dark Bars,Bars,0.64,G6,UK,278,177.92,5824,5646.08,3/25/2021 0:00,248,SP08,Ches Bonnell,unkown
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,494,1763.58,11354,9590.42,3/25/2021 0:00,119,SP25,Camilla Castle,Delish
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,725,2465,7245,4780,3/25/2021 0:00,185,SP11,Husein Augar,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,160,252.8,2870,2617.2,3/25/2021 0:00,480,SP16,Marney O'Breen,Jucies
P09,Orange Choco,Bars,7.14,G4,New Zealand,91,649.74,721,71.26,3/25/2021 0:00,191,SP25,Camilla Castle,Delish
P01,Milk Bars,Bars,1.52,G2,USA,42,63.84,1274,1210.16,3/25/2021 0:00,197,SP04,Wilone O'Kielt,Delish
P03,Almond Choco,Bars,9.6,G6,UK,717,6883.2,12187,5303.8,3/25/2021 0:00,266,SP15,Kelci Walkden,Yummies
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,899,1384.46,17969,16584.54,3/25/2021 0:00,77,SP19,Beverie Moffet,Jucies
P17,Caramel Stuffed Bars,Bars,0.54,G5,Australia,103,55.62,2471,2415.38,3/25/2021 0:00,174,SP19,Beverie Moffet,Jucies
P13,85% Dark Bars,Bars,0.64,G6,UK,100,64,2296,2232,3/25/2021 0:00,52,SP13,Jan Morforth,Delish
P03,Almond Choco,Bars,9.6,G4,New Zealand,636,6105.6,10801,4695.4,3/25/2021 0:00,35,SP21,Mallorie Waber,unkown
P07,Drinking Coco,Other,1.62,G5,Australia,117,189.54,3031,2841.46,3/25/2021 0:00,49,SP01,Barr Faughny,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G2,USA,11,17.38,112,94.62,3/25/2021 0:00,252,SP01,Barr Faughny,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G5,Australia,14,7.56,329,321.44,3/25/2021 0:00,130,SP03,Gunar Cockshoot,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,600,948,9590,8642,3/25/2021 0:00,154,SP03,Gunar Cockshoot,Yummies
P07,Drinking Coco,Other,1.62,G3,Canada,115,186.3,3220,3033.7,3/25/2021 0:00,209,SP09,Andria Kimpton,Jucies
P11,After Nines,Bites,4.43,G1,India,358,1585.94,9660,8074.06,3/25/2021 0:00,106,SP04,Wilone O'Kielt,Delish
P14,White Choc,Other,0.16,G1,India,886,141.76,9737,9595.24,3/25/2021 0:00,184,SP08,Ches Bonnell,unkown
P15,Baker's Choco Chips,Bars,3.4,G6,UK,488,1659.2,3899,2239.8,3/25/2021 0:00,199,SP05,Gigi Bohling,Delish
P18,Manuka Honey Choco,Other,4.75,G6,UK,48,228,1477,1249,3/26/2021 0:00,58,SP10,Brien Boise,Jucies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,152,880.08,4242,3361.92,3/26/2021 0:00,324,SP15,Kelci Walkden,Yummies
P19,70% Dark Bites,Bites,4.97,G2,USA,895,4448.15,8946,4497.85,3/26/2021 0:00,163,SP25,Camilla Castle,Delish
P09,Orange Choco,Bars,7.14,G1,India,1813,12944.82,14504,1559.18,3/26/2021 0:00,150,SP25,Camilla Castle,Delish
P18,Manuka Honey Choco,Other,4.75,G4,New Zealand,202,959.5,6433,5473.5,3/26/2021 0:00,130,SP15,Kelci Walkden,Yummies
P11,After Nines,Bites,4.43,G3,Canada,343,1519.49,9261,7741.51,3/26/2021 0:00,143,SP06,Curtice Advani,Delish
P13,85% Dark Bars,Bars,0.64,G4,New Zealand,38,24.32,756,731.68,3/26/2021 0:00,71,SP20,Oby Sorrel,Jucies
P15,Baker's Choco Chips,Bars,3.4,G2,USA,447,1519.8,4018,2498.2,3/26/2021 0:00,10,SP03,Gunar Cockshoot,Yummies
P08,99% Dark & Pure,Bars,2.47,G5,Australia,9,22.23,168,145.77,3/26/2021 0:00,281,SP12,Karlen McCaffrey,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G3,Canada,149,80.46,4004,3923.54,3/26/2021 0:00,16,SP03,Gunar Cockshoot,Yummies
P08,99% Dark & Pure,Bars,2.47,G5,Australia,299,738.53,6272,5533.47,3/26/2021 0:00,133,SP13,Jan Morforth,Delish
P19,70% Dark Bites,Bites,4.97,G1,India,348,1729.56,5215,3485.44,3/26/2021 0:00,87,SP08,Ches Bonnell,unkown
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,148,856.92,3094,2237.08,3/26/2021 0:00,21,SP03,Gunar Cockshoot,Yummies
P08,99% Dark & Pure,Bars,2.47,G5,Australia,583,1440.01,9324,7883.99,3/26/2021 0:00,171,SP21,Mallorie Waber,unkown
P16,Organic Choco Syrup,Other,1.47,G6,UK,758,1114.26,20447,19332.74,3/26/2021 0:00,78,SP23,Van Tuxwell,Yummies
P15,Baker's Choco Chips,Bars,3.4,G1,India,1183,4022.2,14189,10166.8,3/26/2021 0:00,19,SP07,Kaine Padly,Delish
P20,Smooth Sliky Salty,Bars,2.97,G1,India,434,1288.98,6503,5214.02,3/26/2021 0:00,231,SP13,Jan Morforth,Delish
P12,Fruit & Nut Bars,Bars,1.58,G2,USA,202,319.16,2212,1892.84,3/26/2021 0:00,24,SP06,Curtice Advani,Delish
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,142,876.14,2975,2098.86,3/26/2021 0:00,45,SP11,Husein Augar,Yummies
P14,White Choc,Other,0.16,G2,USA,342,54.72,4788,4733.28,3/29/2021 0:00,217,SP14,Dotty Strutley,Delish
P14,White Choc,Other,0.16,G2,USA,565,90.4,9604,9513.6,3/29/2021 0:00,201,SP13,Jan Morforth,Delish
P07,Drinking Coco,Other,1.62,G4,New Zealand,24,38.88,616,577.12,3/29/2021 0:00,181,SP21,Mallorie Waber,unkown
P02,50% Dark Bites,Bites,2.57,G2,USA,695,1786.15,7644,5857.85,3/29/2021 0:00,4,SP20,Oby Sorrel,Jucies
P02,50% Dark Bites,Bites,2.57,G1,India,263,675.91,4193,3517.09,3/29/2021 0:00,153,SP07,Kaine Padly,Delish
P05,Mint Chip Choco,Bars,1.54,G5,Australia,307,472.78,6132,5659.22,3/29/2021 0:00,183,SP18,Madelene Upcott,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G4,New Zealand,376,1116.72,7896,6779.28,3/29/2021 0:00,302,SP20,Oby Sorrel,Jucies
P16,Organic Choco Syrup,Other,1.47,G4,New Zealand,96,141.12,2576,2434.88,3/29/2021 0:00,332,SP22,Jehu Rudeforth,unkown
P04,Raspberry Choco,Bars,4.09,G1,India,157,642.13,2821,2178.87,3/29/2021 0:00,197,SP13,Jan Morforth,Delish
P11,After Nines,Bites,4.43,G5,Australia,485,2148.55,12103,9954.45,3/29/2021 0:00,88,SP07,Kaine Padly,Delish
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,377,1119.69,5271,4151.31,3/29/2021 0:00,330,SP02,Dennison Crosswaite,Yummies
P15,Baker's Choco Chips,Bars,3.4,G2,USA,512,1740.8,5117,3376.2,3/29/2021 0:00,66,SP12,Karlen McCaffrey,Yummies
P09,Orange Choco,Bars,7.14,G6,UK,434,3098.76,4767,1668.24,3/30/2021 0:00,232,SP08,Ches Bonnell,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,670,361.8,20076,19714.2,3/30/2021 0:00,29,SP04,Wilone O'Kielt,Delish
P06,Eclairs,Bites,2.24,G4,New Zealand,185,414.4,2583,2168.6,3/30/2021 0:00,206,SP25,Camilla Castle,Delish
P09,Orange Choco,Bars,7.14,G4,New Zealand,2030,14494.2,14210,-284.2,3/30/2021 0:00,39,SP20,Oby Sorrel,Jucies
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,315,1071,4403,3332,3/30/2021 0:00,25,SP01,Barr Faughny,Yummies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,619,3584.01,12985,9400.99,3/30/2021 0:00,279,SP03,Gunar Cockshoot,Yummies
P13,85% Dark Bars,Bars,0.64,G3,Canada,68,43.52,1358,1314.48,3/30/2021 0:00,63,SP14,Dotty Strutley,Delish
P15,Baker's Choco Chips,Bars,3.4,G1,India,19,64.6,203,138.4,3/30/2021 0:00,330,SP01,Barr Faughny,Yummies
P06,Eclairs,Bites,2.24,G5,Australia,99,221.76,1281,1059.24,3/30/2021 0:00,275,SP06,Curtice Advani,Delish
P16,Organic Choco Syrup,Other,1.47,G5,Australia,539,792.33,13475,12682.67,3/30/2021 0:00,119,SP22,Jehu Rudeforth,unkown
P14,White Choc,Other,0.16,G6,UK,119,19.04,1547,1527.96,3/30/2021 0:00,200,SP19,Beverie Moffet,Jucies
P03,Almond Choco,Bars,9.6,G1,India,317,3043.2,6013,2969.8,3/31/2021 0:00,217,SP04,Wilone O'Kielt,Delish
P19,70% Dark Bites,Bites,4.97,G5,Australia,1071,5322.87,10703,5380.13,3/31/2021 0:00,21,SP20,Oby Sorrel,Jucies
P11,After Nines,Bites,4.43,G3,Canada,306,1355.58,7630,6274.42,3/31/2021 0:00,236,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G2,USA,384,860.16,5369,4508.84,3/31/2021 0:00,251,SP21,Mallorie Waber,unkown
P21,Choco Coated Almonds,Bites,6.17,G5,Australia,360,2221.2,7917,5695.8,3/31/2021 0:00,115,SP03,Gunar Cockshoot,Yummies
P06,Eclairs,Bites,2.24,G5,Australia,17,38.08,259,220.92,3/31/2021 0:00,116,SP02,Dennison Crosswaite,Yummies
P16,Organic Choco Syrup,Other,1.47,G2,USA,112,164.64,3115,2950.36,4/1/2021 0:00,22,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G6,UK,537,1202.88,10731,9528.12,4/1/2021 0:00,117,SP14,Dotty Strutley,Delish
P06,Eclairs,Bites,2.24,G6,UK,181,405.44,2352,1946.56,4/1/2021 0:00,21,SP18,Madelene Upcott,Jucies
P08,99% Dark & Pure,Bars,2.47,G2,USA,303,748.41,5138,4389.59,4/1/2021 0:00,51,SP03,Gunar Cockshoot,Yummies
P09,Orange Choco,Bars,7.14,G1,India,102,728.28,1428,699.72,4/1/2021 0:00,194,SP17,Rafaelita Blaksland,unkown
P13,85% Dark Bars,Bars,0.64,G5,Australia,157,100.48,3598,3497.52,4/1/2021 0:00,17,SP07,Kaine Padly,Delish
P06,Eclairs,Bites,2.24,G5,Australia,555,1243.2,10528,9284.8,4/1/2021 0:00,21,SP04,Wilone O'Kielt,Delish
P11,After Nines,Bites,4.43,G3,Canada,70,310.1,2100,1789.9,4/2/2021 0:00,242,SP15,Kelci Walkden,Yummies
P01,Milk Bars,Bars,1.52,G1,India,262,398.24,6797,6398.76,4/2/2021 0:00,218,SP21,Mallorie Waber,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G2,USA,249,134.46,6202,6067.54,4/2/2021 0:00,52,SP14,Dotty Strutley,Delish
P01,Milk Bars,Bars,1.52,G5,Australia,348,528.96,8001,7472.04,4/2/2021 0:00,4,SP05,Gigi Bohling,Delish
P05,Mint Chip Choco,Bars,1.54,G2,USA,814,1253.56,13832,12578.44,4/2/2021 0:00,294,SP08,Ches Bonnell,unkown
P19,70% Dark Bites,Bites,4.97,G2,USA,121,601.37,1568,966.63,4/2/2021 0:00,181,SP13,Jan Morforth,Delish
P07,Drinking Coco,Other,1.62,G6,UK,112,181.44,3129,2947.56,4/2/2021 0:00,127,SP13,Jan Morforth,Delish
P11,After Nines,Bites,4.43,G5,Australia,278,1231.54,6944,5712.46,4/2/2021 0:00,2,SP05,Gigi Bohling,Delish
P16,Organic Choco Syrup,Other,1.47,G6,UK,265,389.55,7672,7282.45,4/2/2021 0:00,17,SP14,Dotty Strutley,Delish
P08,99% Dark & Pure,Bars,2.47,G6,UK,197,486.59,4137,3650.41,4/2/2021 0:00,200,SP08,Ches Bonnell,unkown
P03,Almond Choco,Bars,9.6,G2,USA,72,691.2,1365,673.8,4/2/2021 0:00,155,SP14,Dotty Strutley,Delish
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,453,1852.77,7238,5385.23,4/2/2021 0:00,381,SP12,Karlen McCaffrey,Yummies
P03,Almond Choco,Bars,9.6,G4,New Zealand,457,4387.2,10500,6112.8,4/2/2021 0:00,355,SP14,Dotty Strutley,Delish
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,453,1345.41,6790,5444.59,4/2/2021 0:00,129,SP18,Madelene Upcott,Jucies
P19,70% Dark Bites,Bites,4.97,G1,India,515,2559.55,7203,4643.45,4/2/2021 0:00,63,SP14,Dotty Strutley,Delish
P15,Baker's Choco Chips,Bars,3.4,G1,India,443,1506.2,6202,4695.8,4/2/2021 0:00,86,SP22,Jehu Rudeforth,unkown
P14,White Choc,Other,0.16,G2,USA,696,111.36,8351,8239.64,4/5/2021 0:00,1,SP02,Dennison Crosswaite,Yummies
P19,70% Dark Bites,Bites,4.97,G1,India,109,541.73,980,438.27,4/5/2021 0:00,437,SP24,Roddy Speechley,Delish
P13,85% Dark Bars,Bars,0.64,G5,Australia,562,359.68,12908,12548.32,4/5/2021 0:00,182,SP11,Husein Augar,Yummies
P19,70% Dark Bites,Bites,4.97,G3,Canada,320,1590.4,4473,2882.6,4/5/2021 0:00,302,SP09,Andria Kimpton,Jucies
P18,Manuka Honey Choco,Other,4.75,G1,India,93,441.75,3066,2624.25,4/6/2021 0:00,155,SP04,Wilone O'Kielt,Delish
P07,Drinking Coco,Other,1.62,G1,India,177,286.74,4053,3766.26,4/6/2021 0:00,329,SP16,Marney O'Breen,Jucies
P08,99% Dark & Pure,Bars,2.47,G6,UK,152,375.44,3024,2648.56,4/6/2021 0:00,155,SP04,Wilone O'Kielt,Delish
P16,Organic Choco Syrup,Other,1.47,G5,Australia,68,99.96,2100,2000.04,4/7/2021 0:00,147,SP13,Jan Morforth,Delish
P10,Spicy Special Slims,Bites,5.79,G5,Australia,112,648.48,2555,1906.52,4/7/2021 0:00,156,SP20,Oby Sorrel,Jucies
P16,Organic Choco Syrup,Other,1.47,G6,UK,243,357.21,6559,6201.79,4/7/2021 0:00,208,SP09,Andria Kimpton,Jucies
P06,Eclairs,Bites,2.24,G3,Canada,390,873.6,8176,7302.4,4/7/2021 0:00,183,SP19,Beverie Moffet,Jucies
P03,Almond Choco,Bars,9.6,G6,UK,884,8486.4,17675,9188.6,4/7/2021 0:00,197,SP04,Wilone O'Kielt,Delish
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,1223,4158.2,11004,6845.8,4/7/2021 0:00,175,SP18,Madelene Upcott,Jucies
P01,Milk Bars,Bars,1.52,G4,New Zealand,77,117.04,2233,2115.96,4/7/2021 0:00,292,SP25,Camilla Castle,Delish
P01,Milk Bars,Bars,1.52,G2,USA,712,1082.24,16359,15276.76,4/7/2021 0:00,14,SP05,Gigi Bohling,Delish
P19,70% Dark Bites,Bites,4.97,G6,UK,228,1133.16,3192,2058.84,4/7/2021 0:00,21,SP06,Curtice Advani,Delish
P06,Eclairs,Bites,2.24,G3,Canada,380,851.2,5313,4461.8,4/7/2021 0:00,275,SP14,Dotty Strutley,Delish
P04,Raspberry Choco,Bars,4.09,G3,Canada,97,396.73,1841,1444.27,4/7/2021 0:00,223,SP19,Beverie Moffet,Jucies
P10,Spicy Special Slims,Bites,5.79,G6,UK,396,2292.84,9884,7591.16,4/7/2021 0:00,13,SP02,Dennison Crosswaite,Yummies
P14,White Choc,Other,0.16,G4,New Zealand,205,32.8,3066,3033.2,4/7/2021 0:00,268,SP04,Wilone O'Kielt,Delish
P18,Manuka Honey Choco,Other,4.75,G3,Canada,362,1719.5,11207,9487.5,4/7/2021 0:00,254,SP09,Andria Kimpton,Jucies
P02,50% Dark Bites,Bites,2.57,G1,India,452,1161.64,6321,5159.36,4/7/2021 0:00,86,SP11,Husein Augar,Yummies
P09,Orange Choco,Bars,7.14,G1,India,663,4733.82,5299,565.18,4/7/2021 0:00,62,SP10,Brien Boise,Jucies
P21,Choco Coated Almonds,Bites,6.17,G5,Australia,552,3405.84,11578,8172.16,4/8/2021 0:00,63,SP02,Dennison Crosswaite,Yummies
P08,99% Dark & Pure,Bars,2.47,G1,India,239,590.33,4298,3707.67,4/8/2021 0:00,201,SP25,Camilla Castle,Delish
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,682,2318.8,9548,7229.2,4/8/2021 0:00,17,SP16,Marney O'Breen,Jucies
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,236,1366.44,5663,4296.56,4/8/2021 0:00,25,SP10,Brien Boise,Jucies
P10,Spicy Special Slims,Bites,5.79,G6,UK,15,86.85,329,242.15,4/8/2021 0:00,260,SP10,Brien Boise,Jucies
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,489,753.06,9275,8521.94,4/8/2021 0:00,165,SP10,Brien Boise,Jucies
P11,After Nines,Bites,4.43,G5,Australia,3,13.29,77,63.71,4/8/2021 0:00,133,SP12,Karlen McCaffrey,Yummies
P04,Raspberry Choco,Bars,4.09,G1,India,224,916.16,4256,3339.84,4/8/2021 0:00,110,SP10,Brien Boise,Jucies
P03,Almond Choco,Bars,9.6,G6,UK,237,2275.2,4018,1742.8,4/9/2021 0:00,413,SP23,Van Tuxwell,Yummies
P05,Mint Chip Choco,Bars,1.54,G6,UK,479,737.66,6699,5961.34,4/9/2021 0:00,138,SP15,Kelci Walkden,Yummies
P13,85% Dark Bars,Bars,0.64,G2,USA,241,154.24,4571,4416.76,4/9/2021 0:00,17,SP24,Roddy Speechley,Delish
P13,85% Dark Bars,Bars,0.64,G5,Australia,200,128,4193,4065,4/9/2021 0:00,79,SP05,Gigi Bohling,Delish
P09,Orange Choco,Bars,7.14,G2,USA,28,199.92,392,192.08,4/9/2021 0:00,175,SP18,Madelene Upcott,Jucies
P03,Almond Choco,Bars,9.6,G6,UK,146,1401.6,3192,1790.4,4/9/2021 0:00,18,SP11,Husein Augar,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,7,24.99,154,129.01,4/9/2021 0:00,48,SP05,Gigi Bohling,Delish
P07,Drinking Coco,Other,1.62,G6,UK,212,343.44,5502,5158.56,4/9/2021 0:00,112,SP06,Curtice Advani,Delish
P09,Orange Choco,Bars,7.14,G6,UK,439,3134.46,4389,1254.54,4/9/2021 0:00,365,SP14,Dotty Strutley,Delish
P08,99% Dark & Pure,Bars,2.47,G5,Australia,764,1887.08,12215,10327.92,4/9/2021 0:00,120,SP08,Ches Bonnell,unkown
P09,Orange Choco,Bars,7.14,G6,UK,140,999.6,1960,960.4,4/9/2021 0:00,50,SP13,Jan Morforth,Delish
P12,Fruit & Nut Bars,Bars,1.58,G1,India,77,121.66,994,872.34,4/9/2021 0:00,389,SP23,Van Tuxwell,Yummies
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,150,868.5,3731,2862.5,4/9/2021 0:00,41,SP19,Beverie Moffet,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,456,1627.92,11851,10223.08,4/12/2021 0:00,45,SP22,Jehu Rudeforth,unkown
P18,Manuka Honey Choco,Other,4.75,G4,New Zealand,289,1372.75,7798,6425.25,4/12/2021 0:00,77,SP18,Madelene Upcott,Jucies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,32,79.04,658,578.96,4/12/2021 0:00,82,SP10,Brien Boise,Jucies
P15,Baker's Choco Chips,Bars,3.4,G1,India,1355,4607,18963,14356,4/12/2021 0:00,191,SP18,Madelene Upcott,Jucies
P08,99% Dark & Pure,Bars,2.47,G1,India,34,83.98,574,490.02,4/12/2021 0:00,383,SP10,Brien Boise,Jucies
P18,Manuka Honey Choco,Other,4.75,G3,Canada,28,133,763,630,4/12/2021 0:00,47,SP12,Karlen McCaffrey,Yummies
P02,50% Dark Bites,Bites,2.57,G3,Canada,108,277.56,1295,1017.44,4/12/2021 0:00,218,SP16,Marney O'Breen,Jucies
P10,Spicy Special Slims,Bites,5.79,G2,USA,61,353.19,1281,927.81,4/12/2021 0:00,349,SP12,Karlen McCaffrey,Yummies
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,606,2060.4,6657,4596.6,4/12/2021 0:00,364,SP19,Beverie Moffet,Jucies
P05,Mint Chip Choco,Bars,1.54,G3,Canada,110,169.4,1533,1363.6,4/12/2021 0:00,129,SP16,Marney O'Breen,Jucies
P08,99% Dark & Pure,Bars,2.47,G6,UK,121,298.87,2534,2235.13,4/12/2021 0:00,36,SP21,Mallorie Waber,unkown
P14,White Choc,Other,0.16,G2,USA,224,35.84,3808,3772.16,4/12/2021 0:00,74,SP23,Van Tuxwell,Yummies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,425,1049.75,7637,6587.25,4/12/2021 0:00,90,SP09,Andria Kimpton,Jucies
P02,50% Dark Bites,Bites,2.57,G3,Canada,416,1069.12,5397,4327.88,4/13/2021 0:00,37,SP12,Karlen McCaffrey,Yummies
P16,Organic Choco Syrup,Other,1.47,G5,Australia,202,296.94,5649,5352.06,4/13/2021 0:00,97,SP01,Barr Faughny,Yummies
P07,Drinking Coco,Other,1.62,G3,Canada,116,187.92,2996,2808.08,4/13/2021 0:00,136,SP20,Oby Sorrel,Jucies
P16,Organic Choco Syrup,Other,1.47,G5,Australia,87,127.89,2247,2119.11,4/13/2021 0:00,351,SP04,Wilone O'Kielt,Delish
P09,Orange Choco,Bars,7.14,G2,USA,84,599.76,1092,492.24,4/13/2021 0:00,136,SP09,Andria Kimpton,Jucies
P05,Mint Chip Choco,Bars,1.54,G1,India,292,449.68,4368,3918.32,4/13/2021 0:00,23,SP13,Jan Morforth,Delish
P14,White Choc,Other,0.16,G3,Canada,87,13.92,868,854.08,4/13/2021 0:00,90,SP01,Barr Faughny,Yummies
P01,Milk Bars,Bars,1.52,G2,USA,364,553.28,8729,8175.72,4/13/2021 0:00,35,SP07,Kaine Padly,Delish
P08,99% Dark & Pure,Bars,2.47,G2,USA,130,321.1,2065,1743.9,4/13/2021 0:00,17,SP13,Jan Morforth,Delish
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,274,676.78,6293,5616.22,4/13/2021 0:00,48,SP07,Kaine Padly,Delish
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,761,3782.17,7602,3819.83,4/13/2021 0:00,247,SP05,Gigi Bohling,Delish
P03,Almond Choco,Bars,9.6,G3,Canada,598,5740.8,10150,4409.2,4/13/2021 0:00,223,SP16,Marney O'Breen,Jucies
P03,Almond Choco,Bars,9.6,G6,UK,739,7094.4,11081,3986.6,4/13/2021 0:00,311,SP10,Brien Boise,Jucies
P04,Raspberry Choco,Bars,4.09,G2,USA,27,110.43,588,477.57,4/13/2021 0:00,41,SP14,Dotty Strutley,Delish
P19,70% Dark Bites,Bites,4.97,G6,UK,413,2052.61,3710,1657.39,4/13/2021 0:00,129,SP22,Jehu Rudeforth,unkown
